Security Code,Security Name,Category of person,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Price,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Exchange on which the Trade was executed,Reported to Exchange
540575,Star Cement Ltd,Promoter Group,5057,679826,,Disposal,NSE,2-Jun-23
540575,Star Cement Ltd,Promoter Group,5023,675256,,Disposal,NSE,2-Jun-23
540575,Star Cement Ltd,Promoter Group,100000,13145252,,Disposal,NSE,30-May-23
540575,Star Cement Ltd,Promoter Group,82691,11106629,,Disposal,NSE,30-May-23
540575,Star Cement Ltd,Promoter Group,108735,14605447,,Disposal,NSE,30-May-23
540575,Star Cement Ltd,Promoter Group,50441,6415357,,Disposal,NSE,25-May-23
534748,STEEL EXCHANGE INDIA LTD.,Promoter Group,10000000,140100000,14.01,Pledge,NA,26-Jul-23
534748,STEEL EXCHANGE INDIA LTD.,Promoter Group,20000000,286800000,14.34,Pledge,NA,6-Jul-23
534748,STEEL EXCHANGE INDIA LTD.,Promoter Group,10000000,143400000,14.34,Pledge,NA,6-Jul-23
534748,STEEL EXCHANGE INDIA LTD.,Promoter Group,10000000,143400000,14.34,Pledge,NA,6-Jul-23
534748,STEEL EXCHANGE INDIA LTD.,Promoter Group,10000000,143400000,14.34,Pledge,NA,6-Jul-23
534748,STEEL EXCHANGE INDIA LTD.,Promoter Group,10000000,140500000,14.05,Pledge,NA,3-Jul-23
534748,STEEL EXCHANGE INDIA LTD.,Promoter Group,10000000,160200000,16.02,Revoke,NA,16-May-23
534748,STEEL EXCHANGE INDIA LTD.,Promoter Group,10000000,164000000,16.4,Pledge,NA,16-May-23
534748,STEEL EXCHANGE INDIA LTD.,Promoter Group,10000000,160200000,16.02,Revoke,NA,16-May-23
513262,STEEL STRIPS WHEELS LTD.-$,Promoter & Director,1750000,350787500,200.45,Revoke,NA,17-Jul-23
513262,STEEL STRIPS WHEELS LTD.-$,Promoter & Director,4573530,916764089,200.4500001,Revoke,NA,17-Jul-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,1000,234210,234.21,Disposal,NSE,27-Jul-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,2000,489550,244.775,Disposal,NSE,27-Jul-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,800,200356,250.445,Disposal,NSE,27-Jul-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,1000,229227,229.227,Disposal,NSE,25-Jul-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,5000,1032033,,Disposal,NSE,3-Jul-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,98293,20314519,,Disposal,NSE,1-Jul-23
513262,STEEL STRIPS WHEELS LTD.-$,Directors Immediate Relative,300,61485,,Disposal,NSE,1-Jul-23
513262,STEEL STRIPS WHEELS LTD.-$,Directors Immediate Relative,700,146971,,Disposal,NSE,30-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Directors Immediate Relative,2750,574907,,Disposal,NSE,28-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Director,1750,365237,,Disposal,NSE,28-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,4990,1033268,,Disposal,NSE,27-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,2000,413606,,Disposal,NSE,27-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,113047,23226749,,Disposal,NSE,27-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,2000,404754,,Disposal,NSE,26-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,1000,189362,,Disposal,NSE,26-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,16000,3165143,,Disposal,NSE,26-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,10000,1854667,,Disposal,NSE,26-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,1500,288981,,Disposal,NSE,26-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Director,9000,1716670,,Disposal,NSE,26-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,4000,778347,,Disposal,NSE,23-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,10000,1841979,,Disposal,NSE,21-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Director,3274,626518,,Disposal,NSE,21-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,3000,571075,,Disposal,NSE,21-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Director,15000,2887750,,Disposal,NSE,17-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,3000,580464,,Disposal,NSE,17-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,55000,10740156,,Disposal,NSE,17-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,27862,5380416,,Disposal,NSE,17-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,10000,1693221,,Disposal,NSE,16-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,25000,4538226,,Disposal,NSE,16-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,3000,555343,,Disposal,NSE,16-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Director,16035,2959870,,Disposal,NSE,16-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Directors Immediate Relative,4800,885292,,Disposal,NSE,16-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Directors Immediate Relative,2750,505981,,Disposal,NSE,16-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,2000,353210,,Disposal,NSE,15-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,2607,443442,,Disposal,NSE,15-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,4781,798903,,Disposal,NSE,15-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,500,84511,,Disposal,NSE,15-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,3000,553135,,Disposal,NSE,15-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,16500,2883370,,Disposal,NSE,15-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,3250,470782,,Disposal,NSE,15-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,15000,2550013,,Disposal,NSE,15-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,KMP,10000,1583943,,Disposal,NSE,8-Jun-23
513262,STEEL STRIPS WHEELS LTD.-$,Designated Person,1500,236487,,Disposal,NSE,6-Jun-23
513517,STEELCAST LTD.,Immediate Relative,3900,1844720,,Disposal,NSE,26-Jun-23
513517,STEELCAST LTD.,Designated Person,3446,1702342,,Acquisition,NSE,22-Jun-23
513517,STEELCAST LTD.,Designated Person,33446,16258764,,Disposal,NSE,22-Jun-23
513517,STEELCAST LTD.,Promoter Group,216146,107003372,,Disposal,NSE,10-Jun-23
542760,Sterling and Wilson Renewable Energy Ltd,Promoter,800000,291120000,363.9,Pledge,NA,27-Jul-23
542760,Sterling and Wilson Renewable Energy Ltd,Promoter,700000,202370000,289.1,Pledge,NA,4-Jul-23
542760,Sterling and Wilson Renewable Energy Ltd,Promoter,2700000,804600000,298,Pledge,NA,24-Jun-23
542760,Sterling and Wilson Renewable Energy Ltd,Promoter,1500000,463500000,309,Pledge,NA,22-Jun-23
542760,Sterling and Wilson Renewable Energy Ltd,Promoter,190688,55461605,290.850001,Pledge,NA,1-Jun-23
542760,Sterling and Wilson Renewable Energy Ltd,Promoter,3500000,1033375000,,Disposal,NSE,27-Jun-23
542760,Sterling and Wilson Renewable Energy Ltd,Promoter,800000,240023920,,Disposal,NSE,22-Jun-23
542760,Sterling and Wilson Renewable Energy Ltd,Promoter,500000,147500600,,Disposal,NSE,3-May-23
532374,STERLITE TECHNOLOGIES LTD.,Designated Person,27050,4007458,148.1500185,Acquisition,NA,19-Jul-23
543260,Stove Kraft Ltd,Designated Person,4509,1857005,,Invoke,NSE,5-Jun-23
543260,Stove Kraft Ltd,Designated Person,8551,3329180,,Invoke,NSE,5-Jun-23
543260,Stove Kraft Ltd,Designated Person,3071,1171046,,Invoke,NSE,5-Jun-23
543260,Stove Kraft Ltd,Designated Person,8167,3269822,,Invoke,NSE,5-Jun-23
532348,SUBEX LTD.,Trust,80000,480000,6,Disposal,NA,21-Jul-23
532348,SUBEX LTD.,Designated Person,150000,900000,6,Acquisition,NA,19-Jul-23
532348,SUBEX LTD.,Trust,195000,1170000,6,Disposal,NA,19-Jul-23
532348,SUBEX LTD.,Trust,350000,2100000,6,Disposal,NA,14-Jul-23
532348,SUBEX LTD.,Designated Person,350000,2100000,6,Acquisition,NA,14-Jul-23
532348,SUBEX LTD.,Director,1075000,6450000,6,Acquisition,NA,16-Jun-23
532348,SUBEX LTD.,Trust,1075000,6450000,6,Disposal,NA,16-Jun-23
532348,SUBEX LTD.,Director,100000,2720000,,Disposal,NSE,29-May-23
532348,SUBEX LTD.,Director,200000,5488750,,Disposal,NSE,26-May-23
532348,SUBEX LTD.,Director,200000,5441000,,Disposal,NSE,26-May-23
524715,SUN PHARMACEUTICAL INDUSTRIES LTD.,Promoter Group,119837,115672664,965.2499979,Revoke,NA,30-May-23
524715,SUN PHARMACEUTICAL INDUSTRIES LTD.,Immediate Relative,8101000,7771289300,959.3,Revoke,NA,30-May-23
524715,SUN PHARMACEUTICAL INDUSTRIES LTD.,Immediate Relative,1190000,1152574500,968.55,Pledge,NA,30-May-23
524715,SUN PHARMACEUTICAL INDUSTRIES LTD.,Immediate Relative,1160000,1121604000,966.9,Pledge,NA,30-May-23
524715,SUN PHARMACEUTICAL INDUSTRIES LTD.,Directors Immediate Relative,1650000,1585980000,961.2,Pledge,NA,30-May-23
524715,SUN PHARMACEUTICAL INDUSTRIES LTD.,Immediate Relative,2420000,2343891000,968.55,Pledge,NA,30-May-23
524715,SUN PHARMACEUTICAL INDUSTRIES LTD.,Promoter Group,1000000,937450000,937.45,Pledge,NA,23-May-23
500405,SUPREME PETROCHEM LTD.,Designated Person,10180,4099928,,Disposal,NSE,20-Jun-23
505590,SVP Global Textiles Ltd,Promoter,5805428,60265454,,Disposal,NSE,26-May-23
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,Promoter & Director,2157388,2,9.27047E-07,Acquisition,NA,29-Jun-23
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,Promoter & Director,2157388,0,0,Acquisition,NA,29-Jun-23
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,Promoter & Director,2157387,2,9.27047E-07,Acquisition,NA,29-Jun-23
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,Promoter & Director,2157387,0,0,Acquisition,NA,29-Jun-23
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,Promoter,4000000,0,0,Disposal,NA,29-Jun-23
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,Promoter,4000000,4,0.000001,Disposal,NA,29-Jun-23
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,Promoter,314775,0,0,Disposal,NA,29-Jun-23
512257,Swasti Vinayaka Art And Heritage Corporation Ltd,Promoter,314775,0,0,Disposal,NA,29-Jun-23
510245,SWASTI VINAYAKA SYNTHETICS LTD.,Promoter & Director,1718360,0,0,Acquisition,NA,29-Jun-23
510245,SWASTI VINAYAKA SYNTHETICS LTD.,Promoter & Director,1718359,0,0,Acquisition,NA,29-Jun-23
510245,SWASTI VINAYAKA SYNTHETICS LTD.,Promoter,3436719,0,0,Disposal,NA,29-Jun-23
517385,Symphony Limited,Other,87500,78391250,895.9,Revoke,NA,18-May-23
517385,Symphony Limited,Director,18260,16200272,887.2,Revoke,NA,18-May-23
517385,Symphony Limited,Directors Immediate Relative,177500,159022250,895.9,Revoke,NA,18-May-23
517385,Symphony Limited,Directors Immediate Relative,24500,21736400,887.2,Revoke,NA,18-May-23
517385,Symphony Limited,Director,32740,29331766,895.9,Revoke,NA,18-May-23
517385,Symphony Limited,Other,143726,127513707,887.1999986,Revoke,NA,18-May-23
517385,Symphony Limited,Other,12500,11090000,887.2,Revoke,NA,18-May-23
517385,Symphony Limited,Other,156274,140005876,895.8999962,Revoke,NA,18-May-23
517385,Symphony Limited,Other,7500,6750000,900,Pledge,NA,12-May-23
524470,SYNCOM FORMULATIONS (INDIA) LTD.-$,Promoter Group,2731470,0,0,Disposal,NA,16-Jun-23
524470,SYNCOM FORMULATIONS (INDIA) LTD.-$,Promoter & Director,2731470,0,0,Acquisition,NA,16-Jun-23
541929,Synergy Green Industries Ltd,Promoter Group,18871,3670006,,Disposal,NSE,25-Jun-23
541929,Synergy Green Industries Ltd,Promoter Group,1629,293872,,Disposal,NSE,25-Jun-23
539268,Syngene International Ltd,Promoter Group,5638,4093752,726.1000355,Disposal,NA,30-Jun-23
539268,Syngene International Ltd,Employee,8250,6180301,749.1273939,Disposal,NA,20-Jun-23
539268,Syngene International Ltd,Employee,20243,14956541,738.8500222,Acquisition,NA,19-Jun-23
539268,Syngene International Ltd,Promoter Group,5866,4258716,726,Disposal,NA,5-Jun-23
539268,Syngene International Ltd,Employee,3141,2301756,,Disposal,NSE,14-Jun-23
539268,Syngene International Ltd,Designated Person,1927,1349968,,Disposal,NSE,9-May-23
539268,Syngene International Ltd,Designated Person,323,226133,,Disposal,NSE,9-May-23
539268,Syngene International Ltd,Director,154993,107362768,,Disposal,NSE,9-May-23
539268,Syngene International Ltd,Director,143994,99999557,,Disposal,NSE,8-May-23
539268,Syngene International Ltd,Director,95607,66026635,,Disposal,NSE,8-May-23
539268,Syngene International Ltd,Designated Person,1000,690247,,Disposal,NSE,8-May-23
539268,Syngene International Ltd,Designated Person,600,416649,,Disposal,NSE,8-May-23
539268,Syngene International Ltd,Designated Person,3500,245000,,Disposal,NSE,5-May-23
539268,Syngene International Ltd,Designated Person,1000,692750,,Disposal,NSE,5-May-23
539268,Syngene International Ltd,Designated Person,3000,2110271,,Disposal,NSE,5-May-23
539268,Syngene International Ltd,Designated Person,1150,797157,,Disposal,NSE,5-May-23
533553,T D POWER SYSTEMS LTD.,Designated Person,12000,0,0,Disposal,NA,22-Jun-23
533553,T D POWER SYSTEMS LTD.,Designated Person,107000,1187250,11.09579439,Acquisition,NA,31-May-23
533553,T D POWER SYSTEMS LTD.,Designated Person,91039,972872,10.68632125,Acquisition,NA,31-May-23
533553,T D POWER SYSTEMS LTD.,Designated Person,12334,24668,2,Acquisition,NA,31-May-23
533553,T D POWER SYSTEMS LTD.,Director,5000,0,0,Disposal,NA,23-May-23
533553,T D POWER SYSTEMS LTD.,Promoter & Director,19154800,4233210800,,Disposal,NSE,4-Jul-23
533553,T D POWER SYSTEMS LTD.,Promoter & Director,4000000,884000000,,Disposal,NSE,4-Jul-23
533553,T D POWER SYSTEMS LTD.,Promoter,1173940,259698360,,Disposal,NSE,4-Jul-23
533553,T D POWER SYSTEMS LTD.,Promoter,6085670,1344933070,,Disposal,NSE,4-Jul-23
533553,T D POWER SYSTEMS LTD.,Promoter Group,5671260,1253348460,,Disposal,NSE,4-Jul-23
533553,T D POWER SYSTEMS LTD.,Promoter Group,1000000,221000000,,Disposal,NSE,4-Jul-23
533553,T D POWER SYSTEMS LTD.,Promoter Group,638250,141053250,,Disposal,NSE,4-Jul-23
533553,T D POWER SYSTEMS LTD.,Promoter,50114,11231979,,Disposal,NSE,4-Jul-23
533553,T D POWER SYSTEMS LTD.,Director,5000,1202875,,Disposal,NSE,4-Jul-23
533553,T D POWER SYSTEMS LTD.,Designated Person,7000,1565770,,Disposal,NSE,28-Jun-23
533553,T D POWER SYSTEMS LTD.,Designated Person,3000,645650,,Disposal,NSE,22-Jun-23
533553,T D POWER SYSTEMS LTD.,Designated Person,50000,10760541,,Disposal,NSE,6-Jun-23
533553,T D POWER SYSTEMS LTD.,Designated Person,4000,839000,,Disposal,NSE,2-Jun-23
533553,T D POWER SYSTEMS LTD.,Designated Person,10531,2164620,,Disposal,NSE,30-May-23
533553,T D POWER SYSTEMS LTD.,Director,9189,1889378,,Disposal,NSE,26-May-23
533553,T D POWER SYSTEMS LTD.,Designated Person,10531,2164620,,Disposal,NSE,26-May-23
533553,T D POWER SYSTEMS LTD.,Designated Person,12000,2498257,,Disposal,NSE,26-May-23
533553,T D POWER SYSTEMS LTD.,Designated Person,1000,205000,,Disposal,NSE,17-May-23
533553,T D POWER SYSTEMS LTD.,Director,5000,1014485,,Disposal,NSE,15-May-23
533553,T D POWER SYSTEMS LTD.,Designated Person,50000,9963187,,Disposal,NSE,15-May-23
533553,T D POWER SYSTEMS LTD.,Designated Person,1000,204000,,Disposal,NSE,15-May-23
514142,T T LTD.-$,Promoter Group,50,3813,,Acquisition,NSE,17-Jul-23
514142,T T LTD.-$,Promoter & Director,1960,149797,,Acquisition,NSE,1-Jul-23
514142,T T LTD.-$,Promoter & Director,960,73864,,Acquisition,NSE,1-Jul-23
514142,T T LTD.-$,Promoter Group,150,11400,,Acquisition,NSE,1-Jul-23
514142,T T LTD.-$,Promoter Group,1000,75932,,Acquisition,NSE,1-Jul-23
514142,T T LTD.-$,Promoter Group,1000,72175,,Acquisition,NSE,8-Jun-23
507785,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,Directors Immediate Relative,11000,1243197,,Acquisition,NSE,6-Jun-23
507785,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,Directors Immediate Relative,11217,1227457,,Acquisition,NSE,22-May-23
543596,Tamilnad Mercantile Bank Ltd,Directors Immediate Relative,2219,966068,,Acquisition,NSE,27-Jun-23
543596,Tamilnad Mercantile Bank Ltd,Directors Immediate Relative,3700,1604551,,Acquisition,NSE,27-Jun-23
543596,Tamilnad Mercantile Bank Ltd,Director,2300,1001267,,Acquisition,NSE,27-Jun-23
543596,Tamilnad Mercantile Bank Ltd,Director,5756,2547998,,Acquisition,NSE,21-Jun-23
543596,Tamilnad Mercantile Bank Ltd,Directors Immediate Relative,3900,1703769,,Acquisition,NSE,21-Jun-23
543596,Tamilnad Mercantile Bank Ltd,Director,10100,4297954,,Acquisition,NSE,19-Jun-23
543596,Tamilnad Mercantile Bank Ltd,Director,3100,1291350,,Acquisition,NSE,16-Jun-23
543596,Tamilnad Mercantile Bank Ltd,Directors Immediate Relative,2500,1030796,,Acquisition,NSE,8-Jun-23
543596,Tamilnad Mercantile Bank Ltd,Directors Immediate Relative,3086,1272091,,Acquisition,NSE,8-Jun-23
543596,Tamilnad Mercantile Bank Ltd,Director,3500,1441085,,Acquisition,NSE,8-Jun-23
543596,Tamilnad Mercantile Bank Ltd,Immediate Relative,6289,2604915,,Acquisition,NSE,2-Jun-23
543596,Tamilnad Mercantile Bank Ltd,Immediate Relative,6531,2714249,,Acquisition,NSE,1-Jun-23
543596,Tamilnad Mercantile Bank Ltd,Director,2775,1146544,,Acquisition,NSE,1-Jun-23
543596,Tamilnad Mercantile Bank Ltd,Immediate Relative,2600,1074969,,Acquisition,NSE,26-May-23
543596,Tamilnad Mercantile Bank Ltd,Immediate Relative,700,289345,,Acquisition,NSE,19-May-23
543596,Tamilnad Mercantile Bank Ltd,Immediate Relative,1300,542900,,Acquisition,NSE,18-May-23
543596,Tamilnad Mercantile Bank Ltd,Immediate Relative,1000,419997,,Acquisition,NSE,16-May-23
543596,Tamilnad Mercantile Bank Ltd,Immediate Relative,4000,1675837,,Acquisition,NSE,16-May-23
543596,Tamilnad Mercantile Bank Ltd,Immediate Relative,1000,420000,,Acquisition,NSE,16-May-23
543596,Tamilnad Mercantile Bank Ltd,Director,1000,420000,,Acquisition,NSE,16-May-23
543596,Tamilnad Mercantile Bank Ltd,Directors Immediate Relative,411,172004,,Acquisition,NSE,12-May-23
543596,Tamilnad Mercantile Bank Ltd,Director,6000,2532360,,Acquisition,NSE,9-May-23
543596,Tamilnad Mercantile Bank Ltd,Director,4800,2012500,,Acquisition,NSE,3-May-23
532790,Tanla Platforms Ltd,Director,158017,0,0,Disposal,NA,9-May-23
532790,Tanla Platforms Ltd,Directors Immediate Relative,9848,0,0,Disposal,NA,9-May-23
532790,Tanla Platforms Ltd,Trust,83933,0,0,Acquisition,NA,9-May-23
532790,Tanla Platforms Ltd,Trust,83932,0,0,Acquisition,NA,9-May-23
532790,Tanla Platforms Ltd,Employee,1000,740750,,Disposal,NSE,23-May-23
532790,Tanla Platforms Ltd,Employee,500,340000,,Disposal,NSE,11-May-23
532790,Tanla Platforms Ltd,Employee,3000,2089283,,Disposal,NSE,11-May-23
532790,Tanla Platforms Ltd,Employee,1500,1012000,,Disposal,NSE,11-May-23
512038,TCC Concept Ltd,Promoter,18,1410,78.33333333,Acquisition,NA,22-Jun-23
512038,TCC Concept Ltd,Promoter,18,1410,78.33333333,Acquisition,NA,22-Jun-23
512038,TCC Concept Ltd,Promoter,18,1410,78.33333333,Acquisition,NA,22-Jun-23
512038,TCC Concept Ltd,Promoter,18,1410,78.33333333,Acquisition,NA,22-Jun-23
512038,TCC Concept Ltd,Promoter & Director,4049946,317313269,78.34999998,Acquisition,NA,22-Jun-23
512038,TCC Concept Ltd,Promoter & Director,18,1410,78.33333333,Acquisition,NA,22-Jun-23
512038,TCC Concept Ltd,Promoter & Director,4049964,317314679,78.3499999,Acquisition,NA,22-Jun-23
532262,TCI INDUSTRIES LTD.,Promoter Group,32875,0,0,Acquisition,NA,22-Jun-23
532262,TCI INDUSTRIES LTD.,Promoter Group,32875,0,0,Disposal,NA,22-Jun-23
540595,Tejas Networks Ltd,Director,288804,24548340,85,Acquisition,NA,28-Jun-23
540595,Tejas Networks Ltd,KMP,2149,21490,10,Acquisition,NA,25-May-23
540595,Tejas Networks Ltd,Director,59425,3206750,53.96297854,Acquisition,NA,25-May-23
540595,Tejas Networks Ltd,Director,659111,36032830,54.66883423,Acquisition,NA,15-May-23
540595,Tejas Networks Ltd,Director,37500,375000,10,Acquisition,NA,15-May-23
540595,Tejas Networks Ltd,KMP,19003,190030,10,Acquisition,NA,15-May-23
540595,Tejas Networks Ltd,Director,30868,22335081,,Disposal,NSE,16-Jun-23
540595,Tejas Networks Ltd,Director,50000,36048122,,Disposal,NSE,15-Jun-23
540595,Tejas Networks Ltd,Designated Person,31596,22613194,,Disposal,NSE,15-Jun-23
540595,Tejas Networks Ltd,Director,9632,6936710,,Disposal,NSE,11-Jun-23
540595,Tejas Networks Ltd,Director,50000,35831470,,Disposal,NSE,11-Jun-23
540595,Tejas Networks Ltd,Director,50000,34681770,,Disposal,NSE,5-Jun-23
540595,Tejas Networks Ltd,Director,1256,857539,,Disposal,NSE,30-May-23
540595,Tejas Networks Ltd,Director,50000,33242020,,Disposal,NSE,29-May-23
540595,Tejas Networks Ltd,Director,60925,40504341,,Disposal,NSE,25-May-23
540595,Tejas Networks Ltd,Director,128,86369,,Disposal,NSE,17-May-23
540595,Tejas Networks Ltd,Director,122727,82948418,,Disposal,NSE,15-May-23
540595,Tejas Networks Ltd,Director,11126,7382178,,Disposal,NSE,4-May-23
540595,Tejas Networks Ltd,Director,50000,33142150,,Disposal,NSE,2-May-23
542460,The Anup Engineering Ltd,Immediate Relative,520,738816,,Acquisition,NSE,1-Jun-23
542460,The Anup Engineering Ltd,Immediate Relative,946,1342563,,Acquisition,NSE,1-Jun-23
542460,The Anup Engineering Ltd,Director,482,684561,,Acquisition,NSE,1-Jun-23
542460,The Anup Engineering Ltd,Other,880,1248687,,Acquisition,NSE,1-Jun-23
542460,The Anup Engineering Ltd,Director,255,357000,,Acquisition,NSE,29-May-23
542460,The Anup Engineering Ltd,Directors Immediate Relative,150,209993,,Acquisition,NSE,29-May-23
542460,The Anup Engineering Ltd,Directors Immediate Relative,21,29471,,Acquisition,NSE,29-May-23
542460,The Anup Engineering Ltd,Directors Immediate Relative,500,701160,,Acquisition,NSE,29-May-23
542460,The Anup Engineering Ltd,Directors Immediate Relative,211,295406,,Acquisition,NSE,29-May-23
522073,The Hi-Tech Gears Ltd,Promoter,3921,1082863,,Acquisition,NSE,3-Jun-23
522073,The Hi-Tech Gears Ltd,Promoter,3958,1093485,,Acquisition,NSE,3-Jun-23
531652,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,Promoter,157000,2198000,,Disposal,,19-Jul-23
531652,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,Promoter,148910,2084740,,Disposal,,19-Jul-23
531652,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,Promoter,701890,9826460,,Disposal,,19-Jul-23
500412,THIRUMALAI CHEMICALS LTD.,Promoter Group,5100,988635,193.85,Acquisition,NSE,27-Jul-23
500412,THIRUMALAI CHEMICALS LTD.,Promoter Group,10000,1950000,,Acquisition,NSE,29-Jun-23
500412,THIRUMALAI CHEMICALS LTD.,Promoter Group,14872,2784336,,Acquisition,NSE,14-Jun-23
500412,THIRUMALAI CHEMICALS LTD.,Promoter Group,5500,998250,,Acquisition,NSE,26-May-23
500412,THIRUMALAI CHEMICALS LTD.,Promoter Group,5500,998250,,Acquisition,NSE,26-May-23
500412,THIRUMALAI CHEMICALS LTD.,Promoter,11200,2007732,,Acquisition,NSE,24-May-23
500412,THIRUMALAI CHEMICALS LTD.,Promoter Group,5500,989945,,Acquisition,NSE,24-May-23
500412,THIRUMALAI CHEMICALS LTD.,Promoter Group,39200,7095815,,Acquisition,NSE,24-May-23
500413,THOMAS COOK (INDIA) LTD.,Other,10000,785100,,Disposal,NSE,19-Jun-23
500413,THOMAS COOK (INDIA) LTD.,Other,90000,6991200,,Disposal,NSE,16-Jun-23
533941,THOMAS SCOTT (INDIA) LIMITED,Promoter & Director,945000,13466250,14.25,Acquisition,NA,1-Jun-23
533941,THOMAS SCOTT (INDIA) LIMITED,Promoter & Director,135000,1923750,14.25,Acquisition,NA,1-Jun-23
533941,THOMAS SCOTT (INDIA) LIMITED,Promoter,266000,3790500,14.25,Acquisition,NA,1-Jun-23
543531,Tierra Agrotech Ltd,Immediate Relative,554341,27899983,50.33000085,Acquisition,NA,3-Jun-23
