Security Code,Security Name,Name of Person,Category of person,Type of Securities held Prior to acquisition/Disposed),Number of Securities held Prior to acquisition/Disposed,%   of  Securities held Prior to acquisition/Disposed,Type of Securities Acquired/Disposed/Pledge etc.,Number of Securities Acquired/Disposed/Pledge etc.,Value  of Securities Acquired/Disposed/Pledge etc,Transaction Type ( Buy/Sale/Pledge/Revoke/Invoke),Type of Securities held Post  acquisition/Disposed/Pledge  etc,Number of Securities held Post  acquisition/Disposed/Pledge etc,Post-Transaction % of Shareholding,Date of acquisition of shares/sale of shares/Date of Allotment(From date),Date of acquisition of shares/sale of shares/Date of Allotment( To date  ),Date of Intimation to Company,Mode of Acquisition,Trading in Derivative - Type of Contract,Derivative Contract  Specification,Derivatives - Buy Value (Notional),Derivatives - Buy-Number of Units(Contracts*lot size),Derivatives - Sales Value (Notional),Derivatives - Sales-Number of Units(Contracts * lot size),Exchange on which the Trade was executed,Reported to Exchange
542772,360 ONE WAM LTD,BHAVIN SHAH,Employee,Equity Shares,21504,0.01,Equity Shares,3252,1479423.00,Disposal,Equity,18252,0.01,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
532915,RELIGARE ENTERPRISES LTD.,Sandeep Kumar Diwan,Employee,Equity Shares,36250,0.01,Equity Shares,7250,1298838.00,Revoke,Equity,36250,0.01,30 Jun 2023,30 Jun 2023,03 Jul 2023,Revocation Of Pledge,,,,,,,NA,03 Jul 2023
533451,KARMA ENERGY LTD.,Chetan Mehra,Promoter & Director,Equity Shares,373607,3.23,Equity Shares,373607,15823743.00,Disposal,Equity,0,0.00,30 Jun 2023,30 Jun 2023,03 Jul 2023,Inter-se Transfer,,,,,,,NSE,03 Jul 2023
502180,SHREE DIGVIJAY CEMENT CO.LTD.-$,Rajeev Nambiar,KMP,Equity Shares,896816,0.62,Equity Shares,7572,599324.00,Disposal,Equity,889244,0.61,30 Jun 2023,30 Jun 2023,03 Jul 2023,Market Sale,,,,,,,NSE,03 Jul 2023
532395,Axiscades Technologies Ltd,Sathyajith TK,Designated Person,Equity Shares,11000,0.03,Equity Shares,2000,999000.00,Disposal,Equity,9000,0.02,28 Jun 2023,28 Jun 2023,29 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
532395,Axiscades Technologies Ltd,Sathyajith TK,Designated Person,Equity Shares,14000,0.04,Equity Shares,3000,1427250.00,Disposal,Equity,11000,0.03,27 Jun 2023,27 Jun 2023,29 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
532395,Axiscades Technologies Ltd,Manikandan C,Designated Person,Equity Shares,9000,0.02,Equity Shares,500,237875.00,Disposal,Equity,8500,0.02,27 Jun 2023,27 Jun 2023,28 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
532915,RELIGARE ENTERPRISES LTD.,Rashmi Saluja,Director,Equity Shares,3468740,1.07,Equity Shares,1528549,273533844.00,Revoke,Equity,3468740,1.07,28 Jun 2023,28 Jun 2023,30 Jun 2023,Revocation Of Pledge,,,,,,,NA,03 Jul 2023
513262,STEEL STRIPS WHEELS LTD.-$,Rakesh Saini,Designated Person,Equity Shares,5000,0.00,Equity Shares,5000,1032033.00,Disposal,Equity,0,0.00,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,03 Jul 2023
541301,Orient Electric Ltd,SUNIL KUMAR SINGH,Designated Person,Equity Shares,39421,0.02,Equity Shares,6911,1620984.00,Revoke,Equity,39421,0.02,28 Jun 2023,28 Jun 2023,30 Jun 2023,Revocation Of Pledge,,,,,,,NA,03 Jul 2023
541301,Orient Electric Ltd,SUNIL KUMAR SINGH,Designated Person,Equity Shares,39421,0.02,Equity Shares,6911,1620984.00,Disposal,Equity,32510,0.02,28 Jun 2023,28 Jun 2023,30 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
532720,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,Aruna Poojary,Designated Person,Equity Shares,25000,0.00,Equity Shares,5000,1645500.00,Disposal,Equity,20000,0.00,28 Jun 2023,28 Jun 2023,29 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
532777,INFO EDGE (INDIA) LTD.,Ankur Kheterpal,Designated Person,Equity Shares,333,0.00,Equity Shares,133,591850.00,Disposal,Equity,200,0.00,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
532777,INFO EDGE (INDIA) LTD.,Harpuneet Singh Rekhi,Designated Person,Equity Shares,3321,0.00,Equity Shares,850,3673275.00,Revoke,Equity,3321,0.00,15 Jun 2023,15 Jun 2023,29 Jun 2023,Revocation Of Pledge,,,,,,,NA,03 Jul 2023
513536,Gujarat Natural Resources Limited,Infinium Motors Gujarat  Private Limited,Promoter Group,Equity Shares,1000000,1.25,Equity Shares,1000000,13670000.00,Disposal,Equity,0,0.00,30 Jun 2023,30 Jun 2023,03 Jul 2023,Market Sale,,,,,,,BSE,03 Jul 2023
532720,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,Aruna Poojary,Designated Person,Equity Shares,20000,0.00,Equity Shares,3000,1010700.00,Disposal,Equity,17000,0.00,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,03 Jul 2023
532644,J.K.CEMENT LTD.,KALPANA SINGHANIA,Promoter Group,Equity Shares,445362,0.58,Equity Shares,112,380800.00,Disposal,Equity,445250,0.58,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,03 Jul 2023
533451,KARMA ENERGY LTD.,Kotta Enterprises Limited,Promoter Group,Equity Shares,2294026,19.83,Equity Shares,1170322,49604515.00,Acquisition,Equity,3464348,29.94,30 Jun 2023,30 Jun 2023,03 Jul 2023,Inter-se Transfer,,,,,,,NSE,03 Jul 2023
533451,KARMA ENERGY LTD.,Radhika Mrha,Promoter Group,Equity Shares,796715,6.89,Equity Shares,796715,33641318.00,Disposal,Equity,0,0.00,30 Jun 2023,30 Jun 2023,03 Jul 2023,Inter-se Transfer,,,,,,,NSE,03 Jul 2023
501150,CENTRUM CAPITAL LTD.,Sriram Venkatasubramanian,KMP,Equity Shares,65408,0.02,Equity Shares,65408,1386306.00,Disposal,Equity,0,0.00,30 Jun 2023,30 Jun 2023,03 Jul 2023,Market Sale,,,,,,,NSE,03 Jul 2023
501150,CENTRUM CAPITAL LTD.,Sriram Venkatasubramanian,KMP,Equity Shares,100000,0.02,Equity Shares,34592,735840.00,Disposal,Equity,65408,0.02,30 Jun 2023,30 Jun 2023,03 Jul 2023,Market Sale,,,,,,,BSE,03 Jul 2023
539524,Dr. Lal PathLabs Ltd,Bharath U,KMP,Equity Shares,16386,0.02,Equity Shares,2000,4539012.00,Disposal,Equity,14386,0.02,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,BSE,03 Jul 2023
500325,RELIANCE INDUSTRIES LTD.,ANURADHA SETHURAMAN,Immediate Relative,Equity Shares,124966,0.00,Equity Shares,5000,12751250.00,Pledge,Equity,119966,0.00,30 Jun 2023,30 Jun 2023,03 Jul 2023,Creation Of Pledge,,,,,,,NA,03 Jul 2023
520073,RACL Geartech Ltd,Raj Arya,Promoters Immediate Relative,Equity Shares,3923,0.04,Equity Shares,1275,1594000.00,Disposal,Equity,2648,0.02,28 Jun 2023,30 Jun 2023,30 Jun 2023,Market Sale,,,,,,,BSE,03 Jul 2023
540611,AU Small Finance Bank Ltd,Mukta Dhariwal,Immediate Relative,Equity Shares,188,0.00,Equity Shares,188,140071.00,Disposal,Equity,0,0.00,26 Jun 2023,26 Jun 2023,28 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
531213,MANAPPURAM FINANCE LTD.,B.N. Raveendra Babu,Director,Equity Shares,1117236,0.13,Equity Shares,100000,12725000.00,Disposal,Equity,1017236,0.12,28 Jun 2023,28 Jun 2023,30 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
526588,PHOTOQUIP INDIA LTD.,DHAVAL JAYANT SONI,Director,Equity Shares,557100,11.60,Equity Shares,5000,86350.00,Disposal,Equity,552100,11.50,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,BSE,03 Jul 2023
530741,OVOBEL FOODS LTD.,SUKANYA SATHISH,Promoter,Equity Shares,1276776,13.44,Equity Shares,8776,2277917.00,Disposal,Equity,1268000,13.35,30 Jun 2023,30 Jun 2023,03 Jul 2023,Market Sale,,,,,,,BSE,03 Jul 2023
543523,Campus Activewear Ltd,SANJEEV GOEL,Designated Person,Equity Shares,10144,0.00,Equity Shares,10144,3189274.00,Disposal,Equity,0,0.00,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
543523,Campus Activewear Ltd,GAURAV SHARMA,Designated Person,Equity Shares,7666,0.00,Equity Shares,6000,1877490.00,Disposal,Equity,1666,0.00,30 Jun 2023,30 Jun 2023,03 Jul 2023,Market Sale,,,,,,,NSE,03 Jul 2023
508941,PANASONIC CARBON INDIA CO.LTD.-$,Gopal Sitaram Jiwarajka,Connected Person,Equity Shares,1000,0.02,Equity Shares,1000,371031.00,Disposal,Equity,0,0.00,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Sale,,,,,,,BSE,03 Jul 2023
540611,AU Small Finance Bank Ltd,Shekhar Shukla,Designated Person,Equity Shares,65435,0.00,Equity Shares,1300,981520.00,Disposal,Equity,64135,0.00,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
532395,Axiscades Technologies Ltd,Sudhakar Gande,Other,Equity Shares,1315922,3.44,Equity Shares,10500,4757550.00,Disposal,Equity,1305422,3.42,26 Jun 2023,26 Jun 2023,28 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
517562,TRIGYN TECHNOLOGIES LTD.,HOMIYAR MINOO PANDAY,Designated Person,Equity Shares,407769,1.32,Equity Shares,53975,5669938.00,Disposal,Equity,353794,1.15,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,03 Jul 2023
517562,TRIGYN TECHNOLOGIES LTD.,HOMIYAR MINOO PANDAY,Designated Person,Equity Shares,353794,1.15,Equity Shares,5315,558202.00,Disposal,Equity,348479,1.13,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,BSE,03 Jul 2023
532395,Axiscades Technologies Ltd,Manikandan C,Designated Person,Equity Shares,8500,0.02,Equity Shares,500,249750.00,Disposal,Equity,8000,0.02,28 Jun 2023,28 Jun 2023,28 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
540268,TruCap Finance Ltd,Wilson Holdings Private Limited,Promoter,Equity Shares,59596390,51.26,Equity Shares,500000,31920024.00,Disposal,Equity,59096390,50.83,30 Jun 2023,30 Jun 2023,03 Jul 2023,Market Sale,,,,,,,NSE,03 Jul 2023
540268,TruCap Finance Ltd,Wilson Holdings Private Limited,Promoter,Equity Shares,60646390,52.16,Equity Shares,100000,6593495.00,Disposal,Equity,60546390,52.07,28 Jun 2023,28 Jun 2023,30 Jun 2023,Market Sale,,,,,,,BSE,03 Jul 2023
540268,TruCap Finance Ltd,Wilson Holdings Private Limited,Promoter,Equity Shares,60546390,52.07,Equity Shares,500000,32739390.00,Disposal,Equity,60046390,51.64,28 Jun 2023,28 Jun 2023,30 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
540268,TruCap Finance Ltd,Wilson Holdings Private Limited,Promoter,Equity Shares,60046390,51.64,Equity Shares,450000,28728142.00,Disposal,Equity,59596390,51.26,30 Jun 2023,30 Jun 2023,03 Jul 2023,Market Sale,,,,,,,BSE,03 Jul 2023
540115,L&T Technology Services Ltd,Ashish Khushu,Designated Person,Equity Shares,15000,0.01,Equity Shares,2000,7745480.00,Disposal,Equity,13000,0.01,28 Jun 2023,28 Jun 2023,29 Jun 2023,Market Sale,,,,,,,NSE,03 Jul 2023
540115,L&T Technology Services Ltd,Nitin Mehta,Designated Person,Equity Shares,900,0.00,Equity Shares,900,3479094.00,Disposal,Equity,0,0.00,28 Jun 2023,28 Jun 2023,30 Jun 2023,Market Sale,,,,,,,BSE,03 Jul 2023
540709,Reliance Home Finance Ltd,RELIANCE CAPITAL LIMITED,Promoter,Equity Shares,207951281,42.87,Equity Shares,3600000,9720000.00,Disposal,Equity,204351281,42.13,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,02 Jul 2023
540709,Reliance Home Finance Ltd,RELIANCE CAPITAL LIMITED,Promoter,Equity Shares,210022302,43.30,Equity Shares,2071021,6171642.00,Disposal,Equity,207951281,42.87,28 Jun 2023,28 Jun 2023,01 Jul 2023,Market Sale,,,,,,,BSE,02 Jul 2023
540709,Reliance Home Finance Ltd,RELIANCE CAPITAL LIMITED,Promoter,Equity Shares,222607088,45.90,Equity Shares,12584786,36370031.00,Disposal,Equity,210022302,43.30,28 Jun 2023,28 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,02 Jul 2023
538835,Intellect Design Arena Ltd,Srinivas Erat,Designated Person,Equity Shares,3817,0.00,Equity Shares,1750,1078405.00,Disposal,Equity,2067,0.00,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,02 Jul 2023
538835,Intellect Design Arena Ltd,Venkatesh Iyengar Srinivasan,Other,Equity Shares,80000,0.06,Equity Shares,1000,627040.00,Disposal,Equity,79000,0.06,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,02 Jul 2023
530433,SHIVA GLOBAL AGRO INDUSTRIES LTD.,LATA MUNNALAL AGRAWAL,Promoter Group,Equity Shares,12500,0.13,Equity Shares,12500,0.00,Disposal,Equity,0,0.00,28 Jun 2023,28 Jun 2023,29 Jun 2023,Off Market,,,,,,,NA,01 Jul 2023
532830,Astral Ltd,Hiranand Asandas Savlani,KMP,Equity Shares,56028,0.02,Equity Shares,20000,0.00,Disposal,Equity,36028,0.01,30 Jun 2023,30 Jun 2023,30 Jun 2023,Gift,,,,,,,NA,01 Jul 2023
530433,SHIVA GLOBAL AGRO INDUSTRIES LTD.,VIJAYPRAKASH ONKARLAL AGRAWAL,Promoter Group,Equity Shares,10000,0.10,Equity Shares,12500,0.00,Acquisition,Equity,22500,0.23,28 Jun 2023,28 Jun 2023,29 Jun 2023,Off Market,,,,,,,NA,01 Jul 2023
523425,SUNRAJ DIAMOND EXPORTS LTD.,SUNNY SUNIL GANDHI,Director,Equity Shares,1477721,27.72,Equity Shares,122279,915870.00,Acquisition,Equity,1600000,30.02,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
507944,BAJAJ STEEL INDUSTRIES LTD.,Rohit Bajaj,Promoter,Equity Shares,110650,2.13,Equity Shares,250000,0.00,Acquisition,Equity,360650,6.93,30 Jun 2023,30 Jun 2023,01 Jul 2023,Gift,,,,,,,NA,01 Jul 2023
532830,Astral Ltd,Hiranand Savlani HUF,Other,Equity Shares,161942,0.06,Equity Shares,23926,47350568.00,Disposal,Equity,138016,0.05,28 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,01 Jul 2023
507944,BAJAJ STEEL INDUSTRIES LTD.,Hargovind Gangabisan Bajaj,Promoter,Equity Shares,346500,6.66,Equity Shares,250000,0.00,Disposal,Equity,96500,1.86,30 Jun 2023,30 Jun 2023,01 Jul 2023,Gift,,,,,,,NA,01 Jul 2023
531400,ALMONDZ GLOBAL SECURITIES LTD.,AVONMORE CAPITAL & MANAGEMENT SERVICES LTD,Promoter,Equity Shares,15163569,57.98,Equity Shares,6000,465436.00,Acquisition,Equity,15169569,58.00,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Purchase,,,,,,,NSE,01 Jul 2023
507880,V.I.P.INDUSTRIES LTD.-$,SUNIL CHIMANRAO KOLHE,Designated Person,Equity Shares,33654,0.00,Equity Shares,500,307910.00,Disposal,Equity,33154,0.00,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Sale,,,,,,,NSE,01 Jul 2023
543578,Olatech Solutions Ltd,Vivek Kumar Singh,Employee,Equity Shares,32800,1.40,Equity Shares,2000,200000.00,Acquisition,Equity,34800,1.49,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
533282,GRAVITA INDIA LTD.,Gravita Employee Welfare Trust,Trust,Equity Shares,1367844,1.98,Equity Shares,1904,1163493.00,Disposal,Equity,1365940,1.97,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,01 Jul 2023
539788,Khemani Distributors & Marketing Ltd,VIJAYKUMAR KHEMANI,Promoter & Director,Equity Shares,5373600,23.39,Equity Shares,37200,849480.00,Acquisition,Equity,5410800,23.55,26 Jun 2023,28 Jun 2023,29 Jun 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
541302,Dhruv Consultancy Services Ltd,Prutha P Dandawate,Promoter Group,Equity Shares,963666,6.38,Equity Shares,137142,6833076.00,Disposal,Equity,826524,5.48,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,BSE,01 Jul 2023
540396,Manomay Tex India Ltd,Maheshchandra Kailashchand Ladha,Promoter,Equity Shares,1144809,6.34,Equity Shares,15300,1967691.00,Acquisition,Equity,1160109,6.43,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
542484,Arvind Fashions Ltd,Satish Panchapakesan,Designated Person,Equity Shares,3002,0.00,Equity Shares,1800,634536.00,Disposal,Equity,1202,0.00,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Sale,,,,,,,NSE,01 Jul 2023
523425,SUNRAJ DIAMOND EXPORTS LTD.,SUNNY SUNIL GANDHI,Director,Equity Shares,1387721,26.03,Equity Shares,90000,611100.00,Acquisition,Equity,1477721,27.72,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
517544,CENTUM ELECTRONICS LTD.,AJAY KUMAR DOSHI,Designated Person,Equity Shares,4818,0.03,Equity Shares,100,138000.00,Disposal,Equity,4718,0.03,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Sale,,,,,,,NSE,01 Jul 2023
531400,ALMONDZ GLOBAL SECURITIES LTD.,AVONMORE CAPITAL & MANAGEMENT SERVICES LTD,Promoter,Equity Shares,15169569,58.00,Equity Shares,4000,310500.00,Acquisition,Equity,15173569,58.02,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
513262,STEEL STRIPS WHEELS LTD.-$,MOHAN JOSHI,Designated Person,Equity Shares,132293,0.08,Equity Shares,98293,20314519.00,Disposal,Equity,34000,0.02,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,01 Jul 2023
540396,Manomay Tex India Ltd,Kamlesh Kailashchand Ladha,Promoter Group,Equity Shares,546963,3.03,Equity Shares,15300,1961932.00,Acquisition,Equity,562263,3.12,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
543652,Fusion Micro Finance Ltd,Gurmeet Singh,Designated Person,Equity Shares,4950,0.00,Equity Shares,2400,1309300.00,Disposal,Equity,2550,0.00,25 May 2023,28 Jun 2023,30 Jun 2023,Market Sale,,,,,,,NSE,01 Jul 2023
533239,PRAKASH STEELAGE LTD.,PRAKASH CHHAGANLAL KANUGO,Promoter & Director,Equity Shares,23915548,13.67,Equity Shares,5000,22500.00,Acquisition,Equity,23920548,13.67,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Purchase,,,,,,,NSE,01 Jul 2023
514197,S&T CORPORATION LTD.,AJAYKUMAR SAVAI,Designated Person,Equity Shares,5144017,16.16,Equity Shares,7107,332537.00,Disposal,Equity,5136910,16.14,28 Jun 2023,28 Jun 2023,01 Jul 2023,Market Sale,,,,,,,BSE,01 Jul 2023
533212,GKB OPHTHALMICS LTD.,KrishnaGopal Gupta & SonsHUF ,Promoter Group,Equity Shares,277873,5.51,Equity Shares,690,64912.00,Acquisition,Equity,278563,5.52,19 Jun 2023,19 Jun 2023,20 Jun 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
514197,S&T CORPORATION LTD.,AJAYKUMAR SAVAI,Designated Person,Equity Shares,5214517,16.38,Equity Shares,70500,3218325.00,Disposal,Equity,5144017,16.16,27 Jun 2023,27 Jun 2023,01 Jul 2023,Market Sale,,,,,,,BSE,01 Jul 2023
533212,GKB OPHTHALMICS LTD.,KrishnaGopal Gupta & SonsHUF ,Promoter Group,Equity Shares,277618,5.50,Equity Shares,255,23404.00,Acquisition,Equity,277873,5.51,16 Jun 2023,16 Jun 2023,17 Jun 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
514197,S&T CORPORATION LTD.,AJAYKUMAR SAVAI,Designated Person,Equity Shares,5136910,16.14,Equity Shares,42555,1991148.00,Disposal,Equity,5094355,16.00,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,BSE,01 Jul 2023
533212,GKB OPHTHALMICS LTD.,KrishnaGopal Gupta & SonsHUF ,Promoter Group,Equity Shares,280081,5.55,Equity Shares,494,46954.00,Acquisition,Equity,280575,5.56,27 Jun 2023,27 Jun 2023,28 Jun 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
531213,MANAPPURAM FINANCE LTD.,Jeevandas Narayan,Designated Person,Equity Shares,130000,0.02,Equity Shares,10000,1320500.00,Disposal,Equity,120000,0.01,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Sale,,,,,,,NSE,01 Jul 2023
539017,Star Housing Finance Ltd,Kavish Jain,Promoter Group,Equity Shares,1104400,1.43,Equity Shares,18000,898200.00,Acquisition,Equity,1122400,1.45,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
533282,GRAVITA INDIA LTD.,Sunil Kansal,KMP,Equity Shares,26825,0.03,Equity Shares,825,505976.00,Disposal,Equity,26000,0.03,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,01 Jul 2023
539017,Star Housing Finance Ltd,Ashish Jain,Promoter Group,Equity Shares,1107800,1.44,Equity Shares,18000,897840.00,Acquisition,Equity,1125800,1.46,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
540205,Aditya Vision Ltd,SUNITA SINHA,Promoter & Director,Equity Shares,930533,7.73,Equity Shares,100000,165500000.00,Disposal,Equity,830533,6.90,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,BSE,01 Jul 2023
533212,GKB OPHTHALMICS LTD.,KrishnaGopal Gupta & SonsHUF ,Promoter Group,Equity Shares,279022,5.53,Equity Shares,184,16922.00,Acquisition,Equity,279206,5.53,21 Jun 2023,21 Jun 2023,22 Jun 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
509051,INDIAN INFOTECH & SOFTWARE LTD.,Dhanvarsha Advisory Services,Promoter,Equity Shares,54894478,5.45,Equity Shares,3712245,6506741.00,Disposal,Equity,51182233,5.08,30 Jun 2023,30 Jun 2023,30 Jun 2023,Market Sale,,,,,,,BSE,01 Jul 2023
514142,T T LTD.-$,T T Brands Limited,Promoter Group,Equity Shares,27251,0.13,Equity Shares,1000,75932.00,Acquisition,Equity,28251,0.13,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Purchase,,,,,,,NSE,01 Jul 2023
532916,BARAK VALLEY CEMENTS LTD.,OM INFRACON PRIVATE LIMITED,Directors Immediate Relative,Equity Shares,500000,2.26,Equity Shares,269554,9809205.00,Disposal,Equity,230446,1.03,20 Jun 2023,20 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,01 Jul 2023
514142,T T LTD.-$,KALA DEVI JAIN,Promoter Group,Equity Shares,40183,0.19,Equity Shares,150,11400.00,Acquisition,Equity,40333,0.19,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Purchase,,,,,,,NSE,01 Jul 2023
532916,BARAK VALLEY CEMENTS LTD.,OM INFRACON PRIVATE LIMITED,Directors Immediate Relative,Equity Shares,230446,1.03,Equity Shares,230446,7846133.00,Disposal,Equity,0,0.00,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,01 Jul 2023
531069,VIJAY SOLVEX LTD.,Deepak Vegpro Private Limited,Promoter Group,Equity Shares,71551,2.24,Equity Shares,586,588597.00,Acquisition,Equity,72137,2.25,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
511413,CREST VENTURES LIMITED,Vikram Kotak,Connected Person,Equity Shares,788500,2.77,Equity Shares,15800,3683106.00,Disposal,Equity,772700,2.71,22 Jun 2023,30 Jun 2023,30 Jun 2023,Market Sale,,,,,,,NSE,01 Jul 2023
532726,Gallantt Ispat Ltd,Chandra Prakash Agrawal HUF,Promoter Group,Equity Shares,5081359,2.10,Equity Shares,337337,19862403.00,Acquisition,Equity,5418696,2.24,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Purchase,,,,,,,NSE,01 Jul 2023
513262,STEEL STRIPS WHEELS LTD.-$,Shallu Garg,Directors Immediate Relative,Equity Shares,22430,0.01,Equity Shares,300,61485.00,Disposal,Equity,22130,0.01,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,NSE,01 Jul 2023
532726,Gallantt Ispat Ltd,Chandra Prakash Agrawal HUF,Promoter Group,Equity Shares,5029228,2.08,Equity Shares,52131,3064781.00,Acquisition,Equity,5081359,2.10,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
532906,MAAN ALUMINIUM LTD.,PRITI JAIN,Promoter & Director,Equity Shares,772080,5.71,Equity Shares,95088,31404769.00,Disposal,Equity,676992,5.01,27 Jun 2023,30 Jun 2023,30 Jun 2023,Market Sale,,,,,,,NSE,01 Jul 2023
533212,GKB OPHTHALMICS LTD.,KrishnaGopal Gupta & SonsHUF ,Promoter Group,Equity Shares,276442,5.48,Equity Shares,60,5748.00,Acquisition,Equity,276502,5.48,05 Jun 2023,05 Jun 2023,06 Jun 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
540147,Shashijit Infraprojects Ltd,Ajitbhai Dipchandbhai Jain,Promoter & Director,Equity Shares,3012715,29.13,Equity Shares,193952,6599763.00,Disposal,Equity,2818763,27.25,30 Jun 2023,30 Jun 2023,01 Jul 2023,Market Sale,,,,,,,BSE,01 Jul 2023
533212,GKB OPHTHALMICS LTD.,KrishnaGopal Gupta & SonsHUF ,Promoter Group,Equity Shares,280575,5.56,Equity Shares,500,46310.00,Acquisition,Equity,281075,5.57,28 Jun 2023,28 Jun 2023,29 Jun 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
507155,JAGATJIT INDUSTRIES LTD.,KARAMJIT JAISWAL,Promoter,Equity Shares,883365,1.90,Equity Shares,25210000,0.00,Acquisition,Equity,26093365,56.22,29 Jun 2023,29 Jun 2023,01 Jul 2023,Inheritance,,,,,,,NA,01 Jul 2023
533212,GKB OPHTHALMICS LTD.,KrishnaGopal Gupta & SonsHUF ,Promoter Group,Equity Shares,276502,5.48,Equity Shares,220,20286.00,Acquisition,Equity,276722,5.48,06 Jun 2023,06 Jun 2023,07 Jun 2023,Market Purchase,,,,,,,BSE,01 Jul 2023
